group,n,mae,rmse
"('Accounts', 'Head', 'Web Designer', 'PG')",1,9189.2,9189.2
"('Accounts', 'Head', 'Web Designer', 'Under Grad')",2,38602.76,40816.53
"('Accounts', 'Others', 'Assistant Manager', 'Doctorate')",1,9995.5,9995.5
"('Accounts', 'Others', 'Assistant Manager', 'Grad')",2,1093559.34,1094083.95
"('Accounts', 'Others', 'Assistant Manager', 'Under Grad')",2,368427.21,503598.2
"('Accounts', 'Others', 'CA', 'Grad')",2,425083.6,586378.44
"('Accounts', 'Others', 'CA', 'PG')",1,14763.8,14763.8
"('Accounts', 'Others', 'CA', 'Under Grad')",4,663534.89,815116.26
"('Accounts', 'Others', 'Consultant', 'Doctorate')",1,1499501.27,1499501.27
"('Accounts', 'Others', 'Consultant', 'Grad')",1,42892.2,42892.2
"('Accounts', 'Others', 'Consultant', 'PG')",2,26438.3,26972.41
"('Accounts', 'Others', 'Consultant', 'Under Grad')",3,21691.07,24742.04
"('Accounts', 'Others', 'Data Analyst', 'Doctorate')",3,304367.76,363167.23
"('Accounts', 'Others', 'Data Analyst', 'Grad')",1,5433.2,5433.2
"('Accounts', 'Others', 'Data Analyst', 'PG')",3,754005.22,923794.75
"('Accounts', 'Others', 'Data Analyst', 'Under Grad')",1,641522.93,641522.93
"('Accounts', 'Others', 'Director', 'PG')",2,700338.35,862627.99
"('Accounts', 'Others', 'Director', 'Under Grad')",1,427900.35,427900.35
"('Accounts', 'Others', 'HR', 'Doctorate')",2,1370728.0,1756324.89
"('Accounts', 'Others', 'HR', 'Grad')",2,143094.46,172067.03
"('Accounts', 'Others', 'Manager', 'Doctorate')",3,874964.86,1279351.79
"('Accounts', 'Others', 'Manager', 'Grad')",3,96607.89,128025.89
"('Accounts', 'Others', 'Manager', 'PG')",2,54596.79,63582.34
"('Accounts', 'Others', 'Manager', 'Under Grad')",1,98366.67,98366.67
"('Accounts', 'Others', 'Marketing Manager', 'Doctorate')",1,88917.2,88917.2
"('Accounts', 'Others', 'Marketing Manager', 'Grad')",3,539748.4,655665.37
"('Accounts', 'Others', 'Marketing Manager', 'PG')",3,406894.8,634626.22
"('Accounts', 'Others', 'Marketing Manager', 'Under Grad')",2,518178.9,699771.71
"('Accounts', 'Others', 'Medical Officer', 'Doctorate')",2,762649.85,774069.65
"('Accounts', 'Others', 'Medical Officer', 'Under Grad')",1,600277.63,600277.63
"('Accounts', 'Others', 'Network Engineer', 'Grad')",1,23386.2,23386.2
"('Accounts', 'Others', 'Network Engineer', 'PG')",2,34162.35,39575.66
"('Accounts', 'Others', 'Others', 'Doctorate')",3,41911.63,52461.23
"('Accounts', 'Others', 'Others', 'Grad')",1,11056.8,11056.8
"('Accounts', 'Others', 'Others', 'PG')",1,49398.22,49398.22
"('Accounts', 'Others', 'Others', 'Under Grad')",3,462628.55,612371.15
"('Accounts', 'Others', 'Product Manager', 'Doctorate')",1,77955.18,77955.18
"('Accounts', 'Others', 'Product Manager', 'Grad')",2,497711.18,632094.57
"('Accounts', 'Others', 'Product Manager', 'PG')",4,307867.29,485617.25
"('Accounts', 'Others', 'Product Manager', 'Under Grad')",3,187154.23,224456.0
"('Accounts', 'Others', 'Research Analyst', 'Doctorate')",3,920058.12,1277696.76
"('Accounts', 'Others', 'Research Analyst', 'Grad')",1,283.0,283.0
"('Accounts', 'Others', 'Research Analyst', 'PG')",1,6306.6,6306.6
"('Accounts', 'Others', 'Research Analyst', 'Under Grad')",1,28369.5,28369.5
"('Accounts', 'Others', 'Software Developer', 'PG')",1,83344.89,83344.89
"('Accounts', 'Others', 'Software Developer', 'Under Grad')",1,51810.8,51810.8
"('Accounts', 'Others', 'Sr.Manager', 'Doctorate')",3,139753.71,210312.66
"('Accounts', 'Others', 'Sr.Manager', 'PG')",2,602105.15,800220.37
"('Accounts', 'Others', 'Web Designer', 'Grad')",2,83978.96,96458.24
"('Accounts', 'Others', 'Web Designer', 'PG')",2,626943.46,880872.7
"('Accounts', 'Others', 'Web Designer', 'Under Grad')",1,607335.32,607335.32
"('Accounts', 'Principal Analyst', 'Assistant Manager', 'Grad')",1,678025.34,678025.34
"('Accounts', 'Principal Analyst', 'Assistant Manager', 'PG')",1,21475.66,21475.66
"('Accounts', 'Principal Analyst', 'Consultant', 'Under Grad')",2,578060.71,725732.88
"('Accounts', 'Principal Analyst', 'Data Analyst', 'Doctorate')",1,29803.2,29803.2
"('Accounts', 'Principal Analyst', 'Data Analyst', 'Under Grad')",1,425682.93,425682.93
"('Accounts', 'Principal Analyst', 'Manager', 'Doctorate')",1,32772.2,32772.2
"('Accounts', 'Principal Analyst', 'Manager', 'PG')",1,543242.67,543242.67
"('Accounts', 'Principal Analyst', 'Marketing Manager', 'Under Grad')",1,887763.2,887763.2
"('Accounts', 'Principal Analyst', 'Network Engineer', 'PG')",1,118458.6,118458.6
"('Accounts', 'Principal Analyst', 'Others', 'Doctorate')",2,30204.15,32785.87
"('Accounts', 'Principal Analyst', 'Product Manager', 'PG')",1,829355.18,829355.18
"('Accounts', 'Principal Analyst', 'Product Manager', 'Under Grad')",2,733430.68,798190.9
"('Accounts', 'Principal Analyst', 'Research Analyst', 'PG')",1,662243.93,662243.93
"('Accounts', 'Principal Analyst', 'Research Analyst', 'Under Grad')",2,251641.93,312460.55
"('Accounts', 'Principal Analyst', 'Sr.Manager', 'PG')",1,40790.4,40790.4
"('Accounts', 'Principal Analyst', 'Sr.Manager', 'Under Grad')",1,620995.4,620995.4
"('Accounts', 'Principal Analyst', 'Web Designer', 'Under Grad')",1,643387.32,643387.32
"('Accounts', 'Project Manager', 'Assistant Manager', 'Doctorate')",1,36749.8,36749.8
"('Accounts', 'Project Manager', 'Assistant Manager', 'PG')",3,399990.78,671642.82
"('Accounts', 'Project Manager', 'Assistant Manager', 'Under Grad')",2,163758.62,204011.99
"('Accounts', 'Project Manager', 'CA', 'Grad')",2,49990.6,52079.43
"('Accounts', 'Project Manager', 'CA', 'PG')",2,67288.0,67295.7
"('Accounts', 'Project Manager', 'CA', 'Under Grad')",1,649617.0,649617.0
"('Accounts', 'Project Manager', 'Consultant', 'Doctorate')",2,1201070.88,1693984.65
"('Accounts', 'Project Manager', 'Consultant', 'Grad')",1,1055765.71,1055765.71
"('Accounts', 'Project Manager', 'Consultant', 'PG')",2,25231.05,26888.21
"('Accounts', 'Project Manager', 'Consultant', 'Under Grad')",1,613.5,613.5
"('Accounts', 'Project Manager', 'Data Analyst', 'Doctorate')",3,325962.06,396156.74
"('Accounts', 'Project Manager', 'Data Analyst', 'Grad')",2,63252.71,75879.0
"('Accounts', 'Project Manager', 'Data Analyst', 'PG')",1,474572.93,474572.93
"('Accounts', 'Project Manager', 'Data Analyst', 'Under Grad')",1,305273.09,305273.09
"('Accounts', 'Project Manager', 'Director', 'Doctorate')",2,12147.75,15396.89
"('Accounts', 'Project Manager', 'Director', 'Grad')",3,63082.78,94900.33
"('Accounts', 'Project Manager', 'Director', 'PG')",1,24097.8,24097.8
"('Accounts', 'Project Manager', 'HR', 'Doctorate')",1,46043.5,46043.5
"('Accounts', 'Project Manager', 'HR', 'Grad')",1,12904.0,12904.0
"('Accounts', 'Project Manager', 'HR', 'PG')",5,254924.14,463487.74
"('Accounts', 'Project Manager', 'HR', 'Under Grad')",1,326943.92,326943.92
"('Accounts', 'Project Manager', 'Manager', 'PG')",2,26115.7,30940.93
"('Accounts', 'Project Manager', 'Manager', 'Under Grad')",2,448720.29,618887.9
"('Accounts', 'Project Manager', 'Marketing Manager', 'Doctorate')",2,1711917.99,1870423.47
"('Accounts', 'Project Manager', 'Marketing Manager', 'Grad')",1,83421.0,83421.0
"('Accounts', 'Project Manager', 'Marketing Manager', 'PG')",2,835112.7,915000.96
"('Accounts', 'Project Manager', 'Marketing Manager', 'Under Grad')",3,459342.46,613693.39
"('Accounts', 'Project Manager', 'Network Engineer', 'Doctorate')",1,614668.6,614668.6
"('Accounts', 'Project Manager', 'Network Engineer', 'Grad')",2,22087.65,26190.03
"('Accounts', 'Project Manager', 'Others', 'Doctorate')",1,2085850.16,2085850.16
"('Accounts', 'Project Manager', 'Others', 'Grad')",1,52067.4,52067.4
"('Accounts', 'Project Manager', 'Others', 'PG')",2,26035.4,28919.54
"('Accounts', 'Project Manager', 'Product Manager', 'Grad')",1,71354.0,71354.0
"('Accounts', 'Project Manager', 'Product Manager', 'PG')",1,415849.18,415849.18
"('Accounts', 'Project Manager', 'Research Analyst', 'Doctorate')",2,609972.49,861706.62
"('Accounts', 'Project Manager', 'Research Analyst', 'Grad')",3,329131.24,513112.39
"('Accounts', 'Project Manager', 'Research Analyst', 'PG')",4,200708.88,333450.87
"('Accounts', 'Project Manager', 'Research Analyst', 'Under Grad')",3,298642.72,415326.95
"('Accounts', 'Project Manager', 'Software Developer', 'Doctorate')",3,1195510.13,1252620.26
"('Accounts', 'Project Manager', 'Software Developer', 'PG')",4,33713.87,37544.17
"('Accounts', 'Project Manager', 'Software Developer', 'Under Grad')",3,306859.22,440005.25
"('Accounts', 'Project Manager', 'Sr.Manager', 'Doctorate')",1,218042.13,218042.13
"('Accounts', 'Project Manager', 'Sr.Manager', 'Grad')",2,468426.6,626540.8
"('Accounts', 'Project Manager', 'Sr.Manager', 'PG')",3,162083.67,272582.35
"('Accounts', 'Project Manager', 'Sr.Manager', 'Under Grad')",2,550541.26,611031.47
"('Accounts', 'Project Manager', 'Web Designer', 'Doctorate')",1,25109.5,25109.5
"('Accounts', 'Project Manager', 'Web Designer', 'PG')",1,16741.0,16741.0
"('Accounts', 'Sales Execituve', 'Assistant Manager', 'Doctorate')",1,951640.91,951640.91
"('Accounts', 'Sales Execituve', 'Assistant Manager', 'Grad')",1,907850.34,907850.34
"('Accounts', 'Sales Execituve', 'Assistant Manager', 'PG')",1,4303.2,4303.2
"('Accounts', 'Sales Execituve', 'Assistant Manager', 'Under Grad')",2,921442.63,959646.9
"('Accounts', 'Sales Execituve', 'CA', 'Grad')",1,31872.0,31872.0
"('Accounts', 'Sales Execituve', 'CA', 'PG')",1,700165.0,700165.0
"('Accounts', 'Sales Execituve', 'CA', 'Under Grad')",1,164632.58,164632.58
"('Accounts', 'Sales Execituve', 'Consultant', 'Grad')",1,48311.6,48311.6
"('Accounts', 'Sales Execituve', 'Consultant', 'PG')",1,9484.2,9484.2
"('Accounts', 'Sales Execituve', 'Consultant', 'Under Grad')",1,33742.6,33742.6
"('Accounts', 'Sales Execituve', 'Data Analyst', 'Doctorate')",1,124298.09,124298.09
"('Accounts', 'Sales Execituve', 'Data Analyst', 'Grad')",1,1037188.93,1037188.93
"('Accounts', 'Sales Execituve', 'Data Analyst', 'Under Grad')",3,377750.74,633021.81
"('Accounts', 'Sales Execituve', 'Director', 'Grad')",1,4983.0,4983.0
"('Accounts', 'Sales Execituve', 'Director', 'PG')",3,204999.88,329243.72
"('Accounts', 'Sales Execituve', 'Director', 'Under Grad')",1,411435.35,411435.35
"('Accounts', 'Sales Execituve', 'HR', 'Grad')",5,686248.83,862968.58
"('Accounts', 'Sales Execituve', 'HR', 'PG')",1,1158230.92,1158230.92
"('Accounts', 'Sales Execituve', 'HR', 'Under Grad')",3,427894.31,696207.25
"('Accounts', 'Sales Execituve', 'Manager', 'Doctorate')",1,49876.6,49876.6
"('Accounts', 'Sales Execituve', 'Manager', 'Grad')",1,56417.9,56417.9
"('Accounts', 'Sales Execituve', 'Manager', 'PG')",2,463558.74,653605.57
"('Accounts', 'Sales Execituve', 'Manager', 'Under Grad')",2,853281.17,854485.53
"('Accounts', 'Sales Execituve', 'Marketing Manager', 'Doctorate')",1,759037.79,759037.79
"('Accounts', 'Sales Execituve', 'Marketing Manager', 'PG')",2,588939.5,791597.04
"('Accounts', 'Sales Execituve', 'Marketing Manager', 'Under Grad')",1,1191334.2,1191334.2
"('Accounts', 'Sales Execituve', 'Network Engineer', 'Doctorate')",2,1033028.86,1428100.67
"('Accounts', 'Sales Execituve', 'Network Engineer', 'Grad')",1,18500.5,18500.5
"('Accounts', 'Sales Execituve', 'Network Engineer', 'PG')",1,173573.6,173573.6
"('Accounts', 'Sales Execituve', 'Network Engineer', 'Under Grad')",2,556490.35,780340.48
"('Accounts', 'Sales Execituve', 'Others', 'Grad')",3,19393.53,28320.29
"('Accounts', 'Sales Execituve', 'Others', 'PG')",1,60870.0,60870.0
"('Accounts', 'Sales Execituve', 'Product Manager', 'Doctorate')",3,943383.28,1360534.77
"('Accounts', 'Sales Execituve', 'Product Manager', 'Grad')",2,23842.25,31698.8
"('Accounts', 'Sales Execituve', 'Product Manager', 'PG')",3,353686.86,557647.57
"('Accounts', 'Sales Execituve', 'Product Manager', 'Under Grad')",4,403858.53,607405.11
"('Accounts', 'Sales Execituve', 'Research Analyst', 'Doctorate')",2,346246.93,383550.02
"('Accounts', 'Sales Execituve', 'Research Analyst', 'Grad')",1,13810.5,13810.5
"('Accounts', 'Sales Execituve', 'Research Analyst', 'PG')",1,24814.8,24814.8
"('Accounts', 'Sales Execituve', 'Research Analyst', 'Under Grad')",1,1571.8,1571.8
"('Accounts', 'Sales Execituve', 'Scientist', 'Grad')",1,5146.06,5146.06
"('Accounts', 'Sales Execituve', 'Software Developer', 'Doctorate')",2,7054.85,7561.52
"('Accounts', 'Sales Execituve', 'Software Developer', 'Grad')",3,11652.2,13090.51
"('Accounts', 'Sales Execituve', 'Software Developer', 'PG')",1,1018862.89,1018862.89
"('Accounts', 'Sales Execituve', 'Sr.Manager', 'Grad')",2,22735.5,28309.16
"('Accounts', 'Sales Execituve', 'Sr.Manager', 'PG')",3,301212.1,488850.06
"('Accounts', 'Sales Execituve', 'Sr.Manager', 'Under Grad')",2,1116473.4,1117804.07
"('Accounts', 'Sales Execituve', 'Web Designer', 'Doctorate')",1,93408.0,93408.0
"('Accounts', 'Sales Execituve', 'Web Designer', 'Grad')",2,510939.11,693155.85
"('Accounts', 'Sales Execituve', 'Web Designer', 'PG')",3,60829.43,69039.59
"('Accounts', 'Sales Execituve', 'Web Designer', 'Under Grad')",2,4914.5,5730.88
"('Accounts', 'Sales Manager', 'Assistant Manager', 'Doctorate')",1,6995.2,6995.2
"('Accounts', 'Sales Manager', 'Assistant Manager', 'Grad')",1,1087016.34,1087016.34
"('Accounts', 'Sales Manager', 'Assistant Manager', 'PG')",1,7248.2,7248.2
"('Accounts', 'Sales Manager', 'Assistant Manager', 'Under Grad')",4,590529.84,668915.03
"('Accounts', 'Sales Manager', 'CA', 'Doctorate')",5,637448.09,908289.33
"('Accounts', 'Sales Manager', 'CA', 'Grad')",1,78157.9,78157.9
"('Accounts', 'Sales Manager', 'CA', 'PG')",1,31584.2,31584.2
"('Accounts', 'Sales Manager', 'CA', 'Under Grad')",3,485664.26,680551.26
"('Accounts', 'Sales Manager', 'Consultant', 'Doctorate')",2,166502.76,221310.12
"('Accounts', 'Sales Manager', 'Consultant', 'PG')",1,200562.71,200562.71
"('Accounts', 'Sales Manager', 'Consultant', 'Under Grad')",1,52033.6,52033.6
"('Accounts', 'Sales Manager', 'Data Analyst', 'Doctorate')",1,19257.5,19257.5
"('Accounts', 'Sales Manager', 'Data Analyst', 'Grad')",2,226425.36,286942.91
"('Accounts', 'Sales Manager', 'Data Analyst', 'PG')",2,691001.06,899390.04
"('Accounts', 'Sales Manager', 'Data Analyst', 'Under Grad')",1,1229186.93,1229186.93
"('Accounts', 'Sales Manager', 'Director', 'Grad')",2,719928.63,987930.13
"('Accounts', 'Sales Manager', 'HR', 'Doctorate')",2,581884.06,817844.11
"('Accounts', 'Sales Manager', 'HR', 'Grad')",2,501885.96,702933.05
"('Accounts', 'Sales Manager', 'HR', 'Under Grad')",2,147054.96,147088.22
"('Accounts', 'Sales Manager', 'Manager', 'Grad')",1,42754.67,42754.67
"('Accounts', 'Sales Manager', 'Manager', 'PG')",3,631922.72,761986.45
"('Accounts', 'Sales Manager', 'Manager', 'Under Grad')",3,544970.45,668638.71
"('Accounts', 'Sales Manager', 'Marketing Manager', 'Doctorate')",3,131749.47,207822.41
"('Accounts', 'Sales Manager', 'Marketing Manager', 'PG')",2,916497.7,916502.78
"('Accounts', 'Sales Manager', 'Marketing Manager', 'Under Grad')",1,991580.2,991580.2
"('Accounts', 'Sales Manager', 'Network Engineer', 'Doctorate')",1,767813.21,767813.21
"('Accounts', 'Sales Manager', 'Network Engineer', 'Grad')",4,402471.87,551188.84
"('Accounts', 'Sales Manager', 'Network Engineer', 'PG')",2,518797.55,712164.19
"('Accounts', 'Sales Manager', 'Network Engineer', 'Under Grad')",1,841990.6,841990.6
"('Accounts', 'Sales Manager', 'Others', 'PG')",3,24648.1,27053.76
"('Accounts', 'Sales Manager', 'Others', 'Under Grad')",3,730640.15,883764.23
"('Accounts', 'Sales Manager', 'Product Manager', 'Doctorate')",3,17524.77,18660.35
"('Accounts', 'Sales Manager', 'Product Manager', 'Grad')",3,562973.19,695977.61
"('Accounts', 'Sales Manager', 'Product Manager', 'PG')",1,14608.2,14608.2
"('Accounts', 'Sales Manager', 'Research Analyst', 'PG')",2,761340.43,792328.33
"('Accounts', 'Sales Manager', 'Research Analyst', 'Under Grad')",1,16224.0,16224.0
"('Accounts', 'Sales Manager', 'Scientist', 'PG')",1,463152.23,463152.23
"('Accounts', 'Sales Manager', 'Software Developer', 'Doctorate')",3,78811.41,102123.47
"('Accounts', 'Sales Manager', 'Software Developer', 'Grad')",2,600347.94,842559.58
"('Accounts', 'Sales Manager', 'Software Developer', 'PG')",2,244976.24,319972.65
"('Accounts', 'Sales Manager', 'Software Developer', 'Under Grad')",1,43916.89,43916.89
"('Accounts', 'Sales Manager', 'Sr.Manager', 'Grad')",1,50734.5,50734.5
"('Accounts', 'Sales Manager', 'Sr.Manager', 'PG')",1,21566.0,21566.0
"('Accounts', 'Sales Manager', 'Sr.Manager', 'Under Grad')",1,261313.4,261313.4
"('Accounts', 'Sales Manager', 'Web Designer', 'Doctorate')",4,908415.95,965463.13
"('Accounts', 'Sales Manager', 'Web Designer', 'Grad')",1,37750.0,37750.0
"('Accounts', 'Sales Manager', 'Web Designer', 'Under Grad')",2,768860.32,844317.78
"('Accounts', 'Scientist', 'Assistant Manager', 'Doctorate')",1,1567363.91,1567363.91
"('Accounts', 'Scientist', 'Assistant Manager', 'Grad')",4,323939.92,476017.7
"('Accounts', 'Scientist', 'Assistant Manager', 'PG')",2,200856.87,254288.17
"('Accounts', 'Scientist', 'Assistant Manager', 'Under Grad')",3,734402.06,892948.46
"('Accounts', 'Scientist', 'CA', 'Grad')",1,704518.0,704518.0
"('Accounts', 'Scientist', 'CA', 'Under Grad')",2,456039.2,641086.66
"('Accounts', 'Scientist', 'Consultant', 'Under Grad')",2,166547.03,224363.31
"('Accounts', 'Scientist', 'Data Analyst', 'Doctorate')",3,883854.65,987818.51
"('Accounts', 'Scientist', 'Data Analyst', 'Grad')",1,1099325.93,1099325.93
"('Accounts', 'Scientist', 'Data Analyst', 'PG')",2,213510.36,281932.53
"('Accounts', 'Scientist', 'Data Analyst', 'Under Grad')",1,14279.9,14279.9
"('Accounts', 'Scientist', 'Director', 'Grad')",4,206831.28,298800.36
"('Accounts', 'Scientist', 'Director', 'PG')",2,516290.43,667755.18
"('Accounts', 'Scientist', 'Director', 'Under Grad')",1,693392.35,693392.35
"('Accounts', 'Scientist', 'HR', 'Doctorate')",2,849571.0,1192515.05
"('Accounts', 'Scientist', 'HR', 'Grad')",1,962652.92,962652.92
"('Accounts', 'Scientist', 'HR', 'PG')",1,21592.0,21592.0
"('Accounts', 'Scientist', 'HR', 'Under Grad')",2,610970.26,836643.27
"('Accounts', 'Scientist', 'Manager', 'Doctorate')",2,751967.0,777493.35
"('Accounts', 'Scientist', 'Manager', 'Grad')",1,46731.5,46731.5
"('Accounts', 'Scientist', 'Manager', 'PG')",2,1116137.17,1116225.42
"('Accounts', 'Scientist', 'Manager', 'Under Grad')",2,246541.59,348398.45
"('Accounts', 'Scientist', 'Marketing Manager', 'Doctorate')",2,1205633.5,1695545.52
"('Accounts', 'Scientist', 'Marketing Manager', 'Grad')",2,64745.1,67202.55
"('Accounts', 'Scientist', 'Marketing Manager', 'Under Grad')",2,373165.6,517536.55
"('Accounts', 'Scientist', 'Network Engineer', 'Grad')",1,1121.0,1121.0
"('Accounts', 'Scientist', 'Network Engineer', 'Under Grad')",1,12148.4,12148.4
"('Accounts', 'Scientist', 'Others', 'Grad')",1,53508.2,53508.2
"('Accounts', 'Scientist', 'Others', 'PG')",2,39952.25,40263.44
"('Accounts', 'Scientist', 'Others', 'Under Grad')",2,615155.69,745776.16
"('Accounts', 'Scientist', 'Product Manager', 'Doctorate')",2,1691835.82,1712716.44
"('Accounts', 'Scientist', 'Product Manager', 'Grad')",1,3849.8,3849.8
"('Accounts', 'Scientist', 'Product Manager', 'PG')",1,50572.1,50572.1
"('Accounts', 'Scientist', 'Product Manager', 'Under Grad')",2,673514.18,817558.94
"('Accounts', 'Scientist', 'Research Analyst', 'Doctorate')",1,364767.48,364767.48
"('Accounts', 'Scientist', 'Research Analyst', 'Grad')",3,341821.51,575802.63
"('Accounts', 'Scientist', 'Research Analyst', 'PG')",1,4379.0,4379.0
"('Accounts', 'Scientist', 'Software Developer', 'Doctorate')",1,2227923.13,2227923.13
"('Accounts', 'Scientist', 'Software Developer', 'Grad')",3,23748.67,25702.52
"('Accounts', 'Scientist', 'Software Developer', 'Under Grad')",1,790762.89,790762.89
"('Accounts', 'Scientist', 'Sr.Manager', 'Doctorate')",3,818656.51,1037516.97
"('Accounts', 'Scientist', 'Sr.Manager', 'Grad')",1,1124679.4,1124679.4
"('Accounts', 'Scientist', 'Sr.Manager', 'Under Grad')",2,301241.63,305814.3
"('Accounts', 'Scientist', 'Web Designer', 'Grad')",1,96697.32,96697.32
"('Accounts', 'Scientist', 'Web Designer', 'PG')",2,786539.82,848043.98
"('Accounts', 'Scientist', 'Web Designer', 'Under Grad')",2,195427.41,262864.67
